Available reserves,Date,Hour,Load shedding,Over generation,Reserve Price DA,Reserve Price RT,Reserve shortfall
530.403131,2020-01-02,1,0.0,0.0,,0.0,0
673.077529,2020-01-02,2,0.0,0.0,,0.0,0
827.485714,2020-01-02,3,0.0,0.0,,0.0,0
808.754539,2020-01-02,4,0.0,0.0,,0.0,0
769.248463,2020-01-02,5,0.0,0.0,,0.0,0
664.823116,2020-01-02,6,0.0,0.0,,0.0,0
444.089121,2020-01-02,7,0.0,0.0,,0.0,0
253.521047,2020-01-02,8,0.0,0.0,,0.0,0
1109.567927,2020-01-02,9,0.0,0.0,,0.0,0
1240.244498,2020-01-02,10,0.0,0.0,,0.0,0
1219.663667,2020-01-02,11,0.0,0.0,,0.0,0
1219.663667,2020-01-02,12,0.0,0.0,,0.0,0
1219.663667,2020-01-02,13,0.0,0.0,,0.0,0
1219.663667,2020-01-02,14,0.0,0.0,,0.0,0
1219.663667,2020-01-02,15,0.0,0.0,,0.0,0
1219.663667,2020-01-02,16,0.0,0.0,,0.0,0
961.846897,2020-01-02,17,0.0,0.0,,0.0,0
364.963476,2020-01-02,18,0.0,0.0,,0.0,0
3.32934,2020-01-02,19,0.0,0.0,,0.0,0
24.995174,2020-01-02,20,0.0,0.0,,0.0,0
119.371852,2020-01-02,21,0.0,0.0,,0.0,0
193.284561,2020-01-02,22,0.0,0.0,,0.0,0
297.391437,2020-01-02,23,0.0,0.0,,0.0,0
679.377462,2020-01-02,24,0.0,0.0,,0.0,0
476.617609,2020-01-03,1,0.0,0.0,,0.0,0
372.374076,2020-01-03,2,0.0,0.0,,0.0,0
683.533858,2020-01-03,3,0.0,0.0,,0.0,0
730.244498,2020-01-03,4,0.0,0.0,,0.0,0
709.663667,2020-01-03,5,0.0,0.0,,0.0,0
618.230919,2020-01-03,6,0.0,0.0,,0.0,0
393.333272,2020-01-03,7,0.0,0.0,,0.0,0
303.267836,2020-01-03,8,0.0,0.0,,0.0,0
709.663667,2020-01-03,9,0.0,0.0,,0.0,0
730.244498,2020-01-03,10,0.0,0.0,,0.0,0
709.663667,2020-01-03,11,0.0,0.0,,0.0,0
709.663667,2020-01-03,12,0.0,0.0,,0.0,0
709.663667,2020-01-03,13,0.0,0.0,,0.0,0
709.663667,2020-01-03,14,0.0,0.0,,0.0,0
709.663667,2020-01-03,15,0.0,0.0,,0.0,0
709.663667,2020-01-03,16,0.0,0.0,,0.0,0
473.12239,2020-01-03,17,0.0,0.0,,0.0,0
402.087728,2020-01-03,18,0.0,0.0,,0.0,0
7.200076,2020-01-03,19,0.0,0.0,,0.0,0
125.428181,2020-01-03,20,0.0,0.0,,0.0,0
466.057086,2020-01-03,21,0.0,0.0,,0.0,0
1051.620889,2020-01-03,22,0.0,0.0,,0.0,0
1365.293788,2020-01-03,23,0.0,0.0,,0.0,0
1419.14893,2020-01-03,24,0.0,0.0,,0.0,0
1130.04213,2020-01-04,1,0.0,0.0,,0.0,0
723.872634,2020-01-04,2,0.0,0.0,,0.0,0
592.451822,2020-01-04,3,0.0,0.0,,0.0,0
488.696569,2020-01-04,4,0.0,0.0,,0.0,0
548.736792,2020-01-04,5,0.0,0.0,,0.0,0
588.908037,2020-01-04,6,0.0,0.0,,0.0,0
473.880447,2020-01-04,7,0.0,0.0,,0.0,0
143.494119,2020-01-04,8,0.0,0.0,,0.0,0
640.613051,2020-01-04,9,0.0,0.0,,0.0,0
992.590343,2020-01-04,10,0.0,0.0,,0.0,0
1204.956871,2020-01-04,11,0.0,0.0,,0.0,0
1301.444421,2020-01-04,12,0.0,0.0,,0.0,0
1426.244498,2020-01-04,13,0.0,0.0,,0.0,0
1405.663667,2020-01-04,14,0.0,0.0,,0.0,0
1405.663667,2020-01-04,15,0.0,0.0,,0.0,0
1405.663667,2020-01-04,16,0.0,0.0,,0.0,0
1405.663667,2020-01-04,17,0.0,0.0,,0.0,0
84.22366,2020-01-04,18,0.0,0.0,,0.0,0
3.071302,2020-01-04,19,0.0,0.0,,0.0,0
62.077935,2020-01-04,20,0.0,0.0,,0.0,0
105.188392,2020-01-04,21,0.0,0.0,,0.0,0
39.921911,2020-01-04,22,0.0,0.0,,0.0,0
129.631108,2020-01-04,23,0.0,0.0,,0.0,0
238.223844,2020-01-04,24,0.0,0.0,,0.0,0
275.601319,2020-01-05,1,0.0,0.0,,0.0,0
384.38789,2020-01-05,2,0.0,0.0,,0.0,0
475.244498,2020-01-05,3,0.0,0.0,,0.0,0
443.678226,2020-01-05,4,0.0,0.0,,0.0,0
454.663667,2020-01-05,5,0.0,0.0,,0.0,0
422.299025,2020-01-05,6,0.0,0.0,,0.0,0
337.244101,2020-01-05,7,0.0,0.0,,0.0,0
263.906749,2020-01-05,8,0.0,0.0,,0.0,0
454.663667,2020-01-05,9,0.0,0.0,,0.0,0
475.244498,2020-01-05,10,0.0,0.0,,0.0,0
454.663667,2020-01-05,11,0.0,0.0,,0.0,0
454.663667,2020-01-05,12,0.0,0.0,,0.0,0
454.663667,2020-01-05,13,0.0,0.0,,0.0,0
454.663667,2020-01-05,14,0.0,0.0,,0.0,0
454.663667,2020-01-05,15,0.0,0.0,,0.0,0
454.663667,2020-01-05,16,0.0,0.0,,0.0,0
340.290691,2020-01-05,17,0.0,0.0,,0.0,0
261.42985,2020-01-05,18,0.0,0.0,,0.0,0
58.773959,2020-01-05,19,0.0,0.0,,0.0,0
3.395689,2020-01-05,20,0.0,0.0,,0.0,0
193.658529,2020-01-05,21,0.0,0.0,,0.0,0
666.232114,2020-01-05,22,0.0,0.0,,0.0,0
965.385323,2020-01-05,23,0.0,0.0,,0.0,0
1166.698706,2020-01-05,24,0.0,0.0,,0.0,0
557.950701,2020-01-06,1,0.0,0.0,,0.0,0
458.513252,2020-01-06,2,0.0,0.0,,0.0,0
525.974848,2020-01-06,3,0.0,0.0,,0.0,0
565.215098,2020-01-06,4,0.0,0.0,,0.0,0
707.244498,2020-01-06,5,0.0,0.0,,0.0,0
550.236417,2020-01-06,6,0.0,0.0,,0.0,0
276.807569,2020-01-06,7,0.0,0.0,,0.0,0
9.419114,2020-01-06,8,0.0,0.0,,0.0,0
686.663667,2020-01-06,9,0.0,0.0,,0.0,0
707.244498,2020-01-06,10,0.0,0.0,,0.0,0
686.663667,2020-01-06,11,0.0,0.0,,0.0,0
686.663667,2020-01-06,12,0.0,0.0,,0.0,0
686.663667,2020-01-06,13,0.0,0.0,,0.0,0
686.663667,2020-01-06,14,0.0,0.0,,0.0,0
686.663667,2020-01-06,15,0.0,0.0,,0.0,0
686.663667,2020-01-06,16,0.0,0.0,,0.0,0
686.663667,2020-01-06,17,0.0,0.0,,0.0,0
158.296501,2020-01-06,18,0.0,0.0,,0.0,0
75.634532,2020-01-06,19,0.0,0.0,,0.0,0
37.488524,2020-01-06,20,0.0,0.0,,0.0,0
